Brand,Screen Size,RAM,Storage,Price (USD),Camera (MP),Marketing Budget (USD),Region,Quarter,Units Sold (millions)
Motorola,6.9,3,32,900,108,20000,Oceania,Q1,967
LG,6.7,12,32,1100,16,20000,Europe,Q3,787
Sony,5.8,2,512,800,24,100,Africa,Q2,622
Sony,6.7,16,1024,500,24,1000,Africa,Q2,626
Huawei,4.5,8,64,400,64,20000,North America,Q3,998
Motorola,5.5,12,32,1500,16,20000,Asia,Q2,133
Xiaomi,5.8,4,256,400,108,5000,South America,Q4,664
Motorola,6.0,8,1024,1100,16,500,Asia,Q3,718
Google,6.5,4,512,1300,108,10000,North America,Q4,541
Huawei,4.7,2,128,1100,24,2000,Oceania,Q4,303
Oppo,5.0,4,512,400,8,10000,Africa,Q3,813
LG,4.5,2,256,400,12,10000,Africa,Q1,638
OnePlus,6.4,6,128,500,24,20000,Asia,Q2,292
Apple,4.7,4,256,1400,8,5000,Europe,Q1,195
OnePlus,5.8,4,128,500,16,5000,South America,Q2,986
Xiaomi,5.5,12,32,300,24,500,Oceania,Q2,347
OnePlus,5.8,2,128,800,64,5000,South America,Q2,215
Oppo,6.9,3,32,200,16,100,Europe,Q4,441
Google,7.0,4,64,400,64,5000,North America,Q4,188
Huawei,7.0,12,64,1100,48,5000,North America,Q2,983
Apple,6.4,8,32,500,24,10000,Oceania,Q2,904
Huawei,6.8,6,32,1400,64,1000,North America,Q3,586
Apple,6.7,2,32,1100,32,5000,Oceania,Q1,523
Huawei,5.8,2,1024,700,20,500,Africa,Q2,103
LG,6.2,16,512,1100,108,10000,Africa,Q3,212
Samsung,6.8,16,128,200,12,5000,Oceania,Q3,368
Apple,6.0,6,32,400,12,10000,Europe,Q1,917
Oppo,5.2,6,32,1200,16,10000,North America,Q4,335
Xiaomi,5.0,12,32,500,64,100,Africa,Q1,232
LG,5.2,2,32,600,16,20000,Asia,Q4,348
OnePlus,4.5,4,1024,1500,32,10000,Asia,Q3,463
Huawei,6.8,3,128,1200,24,2000,North America,Q1,139
LG,6.9,6,256,700,12,5000,North America,Q3,443
Samsung,4.5,6,256,1500,16,10000,Africa,Q2,974
OnePlus,4.7,8,64,1100,108,500,Oceania,Q1,561
Google,6.5,4,64,1500,12,20000,Oceania,Q3,272
Samsung,4.7,16,1024,500,32,100,Asia,Q2,492
Samsung,5.0,2,512,1400,108,1000,Africa,Q2,303
Xiaomi,5.5,2,128,500,24,1000,Africa,Q3,533
Oppo,6.8,8,1024,200,12,10000,Europe,Q4,265
Samsung,6.8,4,1024,1400,16,500,Asia,Q1,964
Xiaomi,6.7,8,128,600,32,10000,North America,Q2,571
LG,6.0,4,1024,1500,108,100,Europe,Q2,301
LG,6.9,6,256,600,108,100,South America,Q2,580
LG,5.0,3,256,1100,24,10000,Oceania,Q2,537
Xiaomi,6.4,4,64,600,8,2000,South America,Q3,293
Samsung,5.0,4,512,1500,108,100,South America,Q1,418
Motorola,6.7,4,512,1000,24,1000,Asia,Q4,977
LG,5.2,2,32,400,8,1000,Asia,Q3,127
Huawei,6.5,12,256,800,16,500,Africa,Q1,706
Motorola,6.7,12,256,700,12,100,South America,Q4,957
Sony,6.5,3,1024,300,108,500,North America,Q4,677
Motorola,5.0,4,256,500,8,2000,Oceania,Q4,845
Apple,6.8,12,128,1300,108,500,Africa,Q3,168
Sony,6.7,6,128,600,48,2000,Africa,Q3,265
Apple,6.0,6,1024,1000,48,20000,South America,Q2,678
Samsung,6.8,16,128,900,108,20000,North America,Q3,138
Motorola,4.5,16,512,1300,20,500,Europe,Q4,512
Apple,7.0,6,128,700,20,10000,North America,Q4,766
Huawei,5.8,8,512,1200,48,500,South America,Q3,142
Sony,6.2,3,1024,1000,12,2000,Africa,Q4,563
Oppo,6.2,12,512,1300,64,20000,Europe,Q3,630
Huawei,5.5,8,32,100,108,20000,North America,Q4,610
Oppo,6.9,3,256,200,32,2000,South America,Q3,856
Oppo,6.0,8,32,300,24,10000,North America,Q3,840
Oppo,4.7,2,32,1000,64,20000,Europe,Q4,982
Oppo,5.8,3,256,1000,20,500,Oceania,Q3,781
Motorola,5.8,2,512,700,108,20000,Oceania,Q3,986
OnePlus,6.4,8,32,500,16,100,Oceania,Q1,274
Motorola,5.5,2,256,1400,20,500,South America,Q1,446
OnePlus,7.0,8,64,700,64,500,Africa,Q4,253
OnePlus,6.4,16,128,600,24,2000,Oceania,Q1,808
Apple,6.0,16,128,1200,12,10000,Asia,Q1,417
Xiaomi,5.5,6,128,700,24,1000,South America,Q3,337
Apple,4.7,6,32,900,108,5000,South America,Q2,391
OnePlus,5.8,4,32,200,8,500,Europe,Q4,723
Huawei,6.9,12,32,500,32,2000,South America,Q2,539
Huawei,6.7,4,128,700,20,20000,North America,Q2,321
Sony,5.8,12,256,1100,12,20000,North America,Q2,526
Samsung,6.4,2,128,600,64,5000,Africa,Q4,671
Oppo,6.4,16,256,1200,8,20000,South America,Q3,873
Samsung,6.2,12,512,1400,16,1000,North America,Q1,341
Motorola,5.5,8,32,1100,24,2000,Asia,Q3,895
Huawei,6.9,3,512,1300,64,10000,Europe,Q4,986
Oppo,6.7,12,512,700,32,100,South America,Q3,523
Xiaomi,6.8,16,512,400,20,2000,North America,Q4,713
Samsung,5.0,4,32,300,20,10000,Asia,Q4,278
Samsung,6.8,8,128,800,32,500,Europe,Q2,729
Motorola,5.8,16,512,1500,12,1000,South America,Q2,442
Oppo,5.2,2,512,800,24,5000,Europe,Q4,777
OnePlus,6.8,6,32,1400,20,500,Europe,Q1,135
Huawei,5.5,16,256,1500,48,10000,Africa,Q3,736
Apple,5.8,12,1024,200,12,5000,Europe,Q2,577
Apple,6.2,8,512,1400,48,20000,Europe,Q2,598
Sony,4.5,3,128,400,48,20000,Asia,Q2,581
Samsung,6.5,12,64,1200,108,100,South America,Q1,362
Sony,6.8,6,32,200,64,100,Europe,Q2,138
LG,6.8,8,32,1400,12,1000,Africa,Q1,820
Google,5.8,8,512,800,8,100,Asia,Q4,925
Huawei,5.2,2,32,900,24,500,Oceania,Q3,735
LG,5.2,6,32,700,32,5000,Asia,Q4,689
Xiaomi,5.8,3,1024,700,108,500,Oceania,Q2,619
LG,4.7,8,64,700,108,2000,Africa,Q4,633
OnePlus,5.5,16,256,600,108,100,Europe,Q3,170
Xiaomi,6.7,8,32,500,48,5000,North America,Q4,198
Motorola,4.7,6,32,100,48,100,South America,Q1,227
Apple,6.9,6,1024,800,8,20000,Africa,Q2,161
Sony,5.5,4,64,1200,48,500,Asia,Q4,939
Apple,4.7,6,128,100,32,5000,South America,Q2,356
Motorola,6.2,2,32,200,64,500,Africa,Q3,611
Sony,7.0,2,128,1300,108,2000,South America,Q1,801
Xiaomi,4.7,16,512,600,20,20000,Africa,Q3,526
Huawei,5.0,2,1024,900,8,100,Europe,Q1,223
Samsung,6.8,4,32,400,20,20000,Asia,Q4,208
Oppo,6.5,2,1024,200,16,2000,Europe,Q4,997
Huawei,5.5,16,32,100,16,500,North America,Q4,724
Samsung,7.0,12,512,400,8,1000,Asia,Q3,557
Huawei,6.7,3,32,1000,32,10000,Asia,Q1,269
Samsung,5.2,12,32,100,16,500,North America,Q1,106
Xiaomi,6.5,6,256,700,32,500,North America,Q1,235
OnePlus,5.0,8,64,900,8,10000,Oceania,Q4,363
Motorola,4.5,16,32,1400,12,500,South America,Q4,545
Xiaomi,6.9,4,128,400,20,2000,Asia,Q1,742
Sony,4.7,16,32,900,32,20000,Europe,Q3,421
Xiaomi,5.2,2,32,700,108,100,South America,Q1,810
LG,6.7,16,64,700,24,1000,South America,Q2,741
Motorola,4.7,2,512,100,24,20000,Oceania,Q2,876
Sony,5.2,6,64,800,24,20000,North America,Q3,866
Apple,6.5,2,64,500,20,10000,North America,Q2,754
Sony,5.8,16,256,1400,20,10000,North America,Q4,331
Sony,7.0,6,32,800,48,5000,Africa,Q1,385
Samsung,6.0,2,1024,900,16,10000,Asia,Q1,160
OnePlus,5.0,8,1024,300,12,10000,Oceania,Q3,259
Samsung,6.0,6,128,900,12,20000,North America,Q3,427
Google,6.0,4,128,1200,24,1000,Oceania,Q4,962
OnePlus,5.8,4,32,400,108,10000,Europe,Q1,563
Xiaomi,5.8,12,256,700,48,10000,North America,Q4,875
Apple,5.8,12,128,300,108,2000,Asia,Q1,568
Samsung,5.8,2,512,1100,48,100,Europe,Q3,442
Motorola,5.0,12,64,300,24,500,Africa,Q2,197
Google,6.0,6,1024,800,48,500,Africa,Q2,446
Xiaomi,5.0,12,1024,600,20,500,North America,Q2,867
LG,6.7,2,64,400,64,500,North America,Q3,632
Oppo,6.4,2,1024,1200,16,20000,Asia,Q3,956
OnePlus,5.5,12,64,200,16,100,South America,Q1,599
Oppo,5.5,3,128,200,8,100,South America,Q1,417
Xiaomi,5.5,4,128,600,64,5000,Oceania,Q3,562
Sony,6.5,2,512,400,8,20000,North America,Q1,284
Apple,6.5,6,64,600,16,100,Oceania,Q2,546
Xiaomi,6.7,16,32,300,8,10000,Europe,Q2,682
Apple,6.5,16,1024,600,108,100,Europe,Q2,379
Oppo,5.0,12,256,700,20,20000,South America,Q3,563
Motorola,6.4,8,32,1300,16,10000,South America,Q4,490
Sony,6.5,3,256,1400,24,100,North America,Q3,387
LG,6.9,6,256,1400,24,20000,Europe,Q2,238
Sony,6.4,4,512,1500,32,100,South America,Q1,839
Sony,4.7,6,512,400,32,500,North America,Q3,842
Apple,4.7,8,64,200,32,2000,North America,Q4,895
Huawei,4.7,8,32,1100,48,5000,Africa,Q1,876
LG,6.2,8,1024,300,12,100,Oceania,Q2,192
LG,5.5,16,128,1400,20,2000,Asia,Q2,1000
LG,4.7,16,128,800,108,5000,South America,Q1,310
Xiaomi,6.7,6,32,100,32,1000,North America,Q3,305
Huawei,5.5,8,256,1500,48,20000,North America,Q3,715
OnePlus,6.0,3,32,400,20,5000,Europe,Q2,815
Oppo,5.5,3,128,900,64,500,Europe,Q2,719
Google,5.0,3,64,1300,12,20000,Asia,Q1,290
Motorola,6.0,6,1024,100,8,500,North America,Q1,650
Motorola,6.9,2,128,400,64,1000,South America,Q3,217
Google,6.0,8,128,600,8,20000,South America,Q1,926
Motorola,4.7,3,128,200,24,1000,Oceania,Q4,954
LG,6.9,12,32,600,12,10000,Europe,Q1,869
Oppo,6.9,8,128,100,8,500,North America,Q3,781
Samsung,5.0,2,32,600,12,500,South America,Q4,191
LG,6.0,16,256,800,16,20000,Asia,Q4,827
Huawei,6.2,3,32,1400,64,5000,Africa,Q3,221
Oppo,6.5,16,128,1200,12,100,Asia,Q4,241
Samsung,6.7,2,128,800,64,2000,Europe,Q1,640
Sony,5.2,12,128,1200,48,5000,Asia,Q3,611
Apple,4.7,4,64,300,32,5000,South America,Q2,925
Sony,7.0,4,1024,900,32,500,South America,Q4,550
Huawei,5.5,16,1024,300,64,500,South America,Q3,606
Apple,4.7,2,512,1000,32,2000,South America,Q3,841
OnePlus,4.5,2,64,800,16,2000,Africa,Q1,363
LG,6.4,6,1024,1400,48,2000,Europe,Q2,398
Xiaomi,6.0,3,32,300,48,10000,South America,Q3,478
Google,4.7,12,512,1300,32,20000,Oceania,Q2,634
Apple,6.5,8,256,1400,24,2000,Europe,Q2,575
Motorola,6.8,8,64,1400,20,5000,Oceania,Q3,698
Motorola,6.5,16,32,1400,20,2000,Oceania,Q4,378
Motorola,6.8,2,1024,1000,48,20000,Africa,Q4,657
Xiaomi,5.8,2,512,300,24,20000,Oceania,Q2,824
Apple,6.8,8,256,100,20,10000,Oceania,Q4,423
OnePlus,4.7,12,512,500,24,100,Asia,Q1,107
Huawei,6.2,6,64,1500,12,500,Asia,Q1,758
Apple,5.0,3,512,1400,8,5000,Europe,Q3,163
Xiaomi,6.5,16,256,900,8,2000,Europe,Q2,273
LG,6.5,4,128,1300,24,2000,Europe,Q3,627
LG,6.5,3,64,1100,12,10000,Oceania,Q4,611
Sony,6.9,16,256,100,8,5000,Africa,Q1,787
Sony,6.8,6,256,500,48,5000,South America,Q2,268
Apple,5.0,8,1024,700,16,5000,North America,Q2,813
Apple,5.5,12,1024,600,24,500,South America,Q3,390
OnePlus,7.0,3,64,1000,20,100,Oceania,Q4,328
Sony,6.8,2,32,600,12,500,North America,Q1,513
Sony,6.8,12,1024,1500,8,10000,Africa,Q4,400
Apple,6.4,12,1024,300,16,500,Asia,Q1,504
Samsung,4.7,2,128,700,108,20000,Europe,Q2,712
OnePlus,5.8,3,256,1100,8,10000,Africa,Q1,511
Google,5.5,2,64,700,48,5000,Asia,Q4,292
OnePlus,5.5,8,32,700,32,2000,Africa,Q4,381
Samsung,5.5,4,256,700,32,100,North America,Q4,341
Xiaomi,4.5,2,512,1100,24,1000,Oceania,Q3,902
Oppo,7.0,6,32,800,16,1000,Africa,Q4,650
Samsung,4.5,16,512,200,20,1000,Europe,Q1,334
Apple,6.9,2,128,1000,64,500,Asia,Q4,200
Sony,4.7,6,64,600,24,20000,Europe,Q3,397
Xiaomi,7.0,4,32,400,24,10000,Asia,Q1,995
Oppo,4.5,6,32,400,24,500,Oceania,Q4,969
Huawei,4.7,3,64,1500,48,2000,Asia,Q4,626
LG,6.0,6,512,400,108,2000,Oceania,Q1,662
Huawei,7.0,4,512,700,48,20000,North America,Q4,388
Oppo,6.8,4,1024,700,32,100,North America,Q3,787
Xiaomi,4.7,3,256,100,24,5000,South America,Q1,714
Google,4.5,3,512,1300,64,10000,Africa,Q4,998
Sony,5.2,3,512,200,64,500,Oceania,Q3,820
Apple,6.5,2,64,100,64,500,Asia,Q4,682
Apple,5.0,6,128,400,8,5000,Asia,Q3,412
Sony,6.4,6,128,800,32,20000,Africa,Q4,721
Apple,6.5,12,512,500,12,500,Europe,Q2,149
Motorola,4.5,4,64,200,20,100,Europe,Q4,646
Motorola,6.5,6,512,1400,24,5000,Asia,Q4,556
Motorola,5.5,2,512,1000,12,5000,Africa,Q1,285
LG,6.2,3,512,200,8,500,South America,Q4,143
Apple,6.4,6,256,200,108,5000,Africa,Q2,949
Samsung,5.0,3,256,400,24,20000,Asia,Q4,831
OnePlus,6.4,4,512,200,12,500,Europe,Q4,494
LG,5.2,4,512,700,12,20000,North America,Q1,139
Apple,6.5,2,128,1000,8,100,North America,Q4,693
Motorola,5.2,16,64,600,16,100,Oceania,Q4,338
LG,5.0,3,128,1300,108,1000,Africa,Q3,219
OnePlus,6.9,6,512,400,24,20000,Oceania,Q4,846
Samsung,6.4,4,256,1000,32,20000,Asia,Q2,844
Google,5.8,16,32,500,24,2000,Europe,Q2,389
Sony,4.5,8,256,900,8,1000,Europe,Q2,808
Xiaomi,4.7,6,128,700,32,100,Oceania,Q2,540
Motorola,6.7,2,64,1300,20,500,Asia,Q3,521
Xiaomi,4.7,4,64,600,108,1000,Africa,Q1,442
Samsung,6.5,6,64,300,12,100,Asia,Q3,900
Xiaomi,5.0,6,512,1300,32,20000,Europe,Q3,884
Oppo,6.4,4,512,1400,24,2000,Asia,Q4,228
Apple,5.2,2,32,1200,48,20000,South America,Q2,629
Motorola,6.8,8,32,300,24,2000,South America,Q3,1000
Motorola,7.0,6,64,1100,20,5000,Asia,Q3,172
Sony,5.5,12,64,1500,16,1000,South America,Q4,924
Oppo,4.7,6,64,300,32,2000,South America,Q2,753
Apple,4.5,4,1024,1200,32,10000,Asia,Q1,356
Motorola,6.9,2,256,600,8,2000,Oceania,Q2,983
LG,6.7,12,128,1400,32,20000,Europe,Q1,145
LG,5.5,8,256,1300,108,10000,South America,Q4,218
Xiaomi,6.2,16,64,1500,32,1000,Africa,Q3,383
Xiaomi,5.2,3,1024,1500,32,10000,Europe,Q3,258
LG,7.0,8,256,1000,16,20000,North America,Q2,639
Oppo,6.5,12,64,1500,24,500,Europe,Q1,443
Oppo,7.0,12,128,900,16,100,South America,Q3,382
Xiaomi,5.0,3,512,700,20,100,South America,Q4,817
Oppo,6.9,3,32,1100,24,100,Asia,Q4,774
Google,7.0,6,1024,400,48,500,North America,Q2,476
Xiaomi,5.5,6,512,1500,64,100,South America,Q4,247
Xiaomi,6.2,4,32,800,32,2000,Oceania,Q4,182
LG,7.0,8,256,1400,12,2000,North America,Q2,789
Xiaomi,6.4,12,32,900,12,1000,North America,Q3,321
OnePlus,6.0,3,128,200,8,20000,Africa,Q1,182
Samsung,5.8,4,512,700,12,10000,Africa,Q3,634
Motorola,6.7,16,32,200,32,100,South America,Q3,575
Samsung,6.7,8,1024,600,32,100,South America,Q3,525
Motorola,5.5,6,32,1000,24,20000,North America,Q1,306
Huawei,5.0,6,64,700,20,20000,Oceania,Q1,703
Samsung,6.5,6,64,1400,12,500,Asia,Q2,573
Huawei,4.5,2,64,600,64,20000,Asia,Q3,141
Motorola,6.8,16,1024,200,32,20000,South America,Q1,342
LG,5.0,16,256,1100,108,100,Europe,Q2,840
Apple,4.7,4,64,1000,48,10000,Asia,Q3,455
Apple,7.0,12,128,600,108,2000,Europe,Q3,141
OnePlus,5.8,4,256,1100,48,100,Asia,Q3,612
Motorola,6.8,16,512,1000,8,1000,North America,Q2,774
OnePlus,7.0,8,64,600,48,1000,South America,Q1,337
Sony,6.4,2,64,300,8,2000,Oceania,Q3,134
Apple,6.8,3,32,400,108,500,North America,Q3,198
LG,5.2,2,256,1000,12,2000,Oceania,Q2,767
Xiaomi,5.2,2,1024,1000,8,10000,Europe,Q1,406
Huawei,6.5,2,256,1200,20,1000,Europe,Q3,199
Huawei,5.2,16,256,1200,20,100,Africa,Q3,614
Xiaomi,6.8,6,64,700,24,2000,South America,Q4,585
Google,5.2,8,128,600,12,500,South America,Q1,400
LG,5.2,8,32,400,32,100,Oceania,Q1,274
Oppo,6.2,4,32,700,8,500,Oceania,Q2,387
Sony,5.5,6,128,100,48,10000,Oceania,Q3,797
LG,4.5,2,512,1100,48,2000,South America,Q4,562
Google,6.5,6,64,1300,48,5000,North America,Q1,866
Oppo,5.5,12,512,900,8,5000,Europe,Q2,889
OnePlus,7.0,6,1024,800,8,1000,South America,Q1,420
Sony,6.7,6,1024,1200,64,2000,Asia,Q4,971
LG,5.2,12,1024,300,12,20000,North America,Q1,915
OnePlus,5.5,8,32,100,64,1000,South America,Q1,335
Xiaomi,4.5,6,32,900,12,10000,South America,Q4,238
LG,4.7,3,32,700,8,5000,North America,Q1,718
Oppo,6.9,6,64,1100,32,1000,Europe,Q1,781
Apple,7.0,12,1024,400,48,2000,North America,Q3,453
Huawei,6.9,16,128,1500,108,10000,Africa,Q4,447
Oppo,6.9,12,64,1300,24,1000,Oceania,Q3,579
Samsung,5.2,3,128,1000,32,5000,Europe,Q3,174
Samsung,6.5,6,1024,300,108,2000,Africa,Q3,903
Apple,5.0,12,512,600,16,20000,South America,Q1,175
Google,6.7,3,512,1200,20,10000,North America,Q1,394
LG,6.5,3,128,700,64,10000,Oceania,Q4,703
Samsung,5.8,6,512,400,48,100,Africa,Q2,263
Xiaomi,6.8,12,1024,1200,108,10000,North America,Q1,947
Oppo,7.0,6,64,200,8,100,South America,Q1,608
Sony,4.5,2,512,1200,64,500,Europe,Q1,985
Apple,4.7,6,1024,300,20,10000,Asia,Q3,725
Oppo,4.7,8,64,500,64,5000,North America,Q4,117
Motorola,6.9,16,256,1300,108,5000,Oceania,Q3,515
Apple,6.7,4,1024,400,32,1000,Europe,Q1,201
Motorola,5.2,6,128,600,48,1000,South America,Q1,625
Oppo,4.7,16,32,1000,24,500,South America,Q4,917
LG,5.8,8,256,500,24,20000,Asia,Q2,583
Oppo,5.8,16,128,900,108,500,South America,Q4,717
LG,6.9,6,128,1100,8,10000,Asia,Q3,183
Sony,5.0,6,64,900,24,5000,Oceania,Q4,450
Xiaomi,5.8,8,1024,1100,108,10000,Africa,Q2,339
Oppo,5.8,12,256,400,20,20000,Africa,Q4,804
Apple,6.8,3,32,600,20,100,Europe,Q2,428
Motorola,6.9,12,512,700,108,100,Oceania,Q2,444
LG,5.5,8,1024,1100,24,500,Africa,Q1,423
Apple,5.2,2,256,300,64,100,Africa,Q3,665
Oppo,5.8,2,256,400,64,10000,South America,Q1,873
Samsung,6.7,4,32,200,48,5000,North America,Q3,832
OnePlus,5.8,12,256,600,24,1000,Africa,Q2,502
Sony,6.2,2,1024,100,8,1000,South America,Q3,234
Google,7.0,4,1024,200,108,2000,Africa,Q4,647
Apple,6.9,4,128,900,8,100,Europe,Q1,302
OnePlus,5.0,2,32,700,24,500,South America,Q2,142
LG,6.2,4,1024,700,32,20000,Europe,Q1,569
LG,6.5,6,512,200,12,5000,Oceania,Q1,760
Apple,4.7,2,128,200,20,20000,Europe,Q1,785
Xiaomi,5.0,6,1024,900,48,1000,Africa,Q3,505
Google,6.2,12,1024,600,48,10000,Asia,Q1,616
Xiaomi,6.4,6,256,500,8,10000,Europe,Q1,249
Samsung,5.0,16,1024,1100,24,1000,Europe,Q4,861
Oppo,4.7,6,512,300,24,1000,Asia,Q2,285
Oppo,7.0,12,256,1200,32,5000,Africa,Q4,397
Samsung,4.7,8,64,1100,16,10000,South America,Q1,968
OnePlus,6.5,16,256,900,24,2000,Oceania,Q4,846
Samsung,6.5,3,1024,600,8,2000,North America,Q2,734
Oppo,5.0,12,512,1100,12,1000,North America,Q2,913
Google,6.2,8,1024,100,108,1000,Europe,Q2,293
Samsung,6.5,6,1024,400,12,20000,Oceania,Q4,568
Xiaomi,6.4,6,32,400,64,20000,Africa,Q4,630
Huawei,5.8,4,32,300,32,1000,Oceania,Q3,523
Oppo,4.5,6,128,1000,12,1000,Europe,Q4,228
Sony,5.0,4,32,1200,16,2000,Oceania,Q1,851
Huawei,5.2,16,1024,500,20,500,Europe,Q1,954
Apple,5.2,4,256,200,64,10000,Asia,Q4,791
Xiaomi,5.8,4,256,800,64,20000,Africa,Q2,119
Sony,5.2,12,32,900,24,2000,Africa,Q3,190
Apple,6.2,2,64,1100,32,2000,Asia,Q4,340
Samsung,6.0,12,1024,900,20,2000,North America,Q4,609
OnePlus,4.7,2,1024,300,16,2000,North America,Q4,300
Huawei,7.0,6,1024,700,8,20000,Asia,Q4,815
Google,4.5,4,64,200,16,2000,North America,Q3,989
Xiaomi,6.4,8,64,1300,20,5000,Asia,Q1,233
LG,7.0,2,128,400,24,5000,Europe,Q3,231
Motorola,4.5,8,128,900,12,1000,Oceania,Q3,689
Apple,5.0,2,128,700,24,20000,North America,Q3,833
Motorola,5.5,4,64,1100,24,20000,Africa,Q4,846
Google,6.5,16,256,300,32,100,North America,Q4,329
Sony,6.8,3,512,100,24,20000,Europe,Q4,729
Sony,6.9,16,64,1200,64,5000,Africa,Q2,917
Oppo,6.8,4,256,800,24,10000,Asia,Q1,672
Motorola,6.4,2,32,1000,24,500,North America,Q4,388
Oppo,4.7,4,512,600,16,500,North America,Q4,278
Sony,4.7,4,256,1000,32,2000,Asia,Q1,395
Oppo,6.8,3,512,1100,20,20000,Europe,Q2,510
Google,5.2,4,256,200,20,1000,North America,Q1,446
Xiaomi,6.5,6,64,200,48,500,North America,Q1,330
Xiaomi,5.8,12,1024,500,20,10000,North America,Q1,672
Apple,6.5,4,1024,1500,20,2000,Asia,Q2,255
Motorola,5.0,6,128,500,16,2000,Africa,Q3,834
Sony,4.5,3,32,700,24,5000,Oceania,Q2,283
Google,6.9,8,32,500,8,1000,North America,Q4,206
Xiaomi,5.0,6,256,1200,12,5000,South America,Q2,327
Apple,6.9,6,512,1500,48,2000,Africa,Q1,818
Google,6.9,4,256,700,8,1000,Oceania,Q2,850
Motorola,4.5,12,256,1200,32,2000,North America,Q2,689
OnePlus,6.8,2,256,1500,12,5000,Africa,Q1,423
OnePlus,6.0,4,32,1400,20,10000,Oceania,Q3,820
Google,6.4,4,256,1300,64,10000,Europe,Q1,516
LG,7.0,3,128,900,32,5000,Asia,Q4,381
OnePlus,5.2,6,32,700,20,1000,North America,Q2,853
OnePlus,6.4,12,64,1300,8,1000,Africa,Q4,647
Oppo,6.5,3,128,200,108,1000,South America,Q4,380
Motorola,6.5,2,32,800,108,10000,South America,Q4,383
OnePlus,6.7,8,128,1300,20,10000,Europe,Q1,217
Apple,6.7,2,64,200,16,20000,Europe,Q3,874
Samsung,6.4,8,64,800,20,500,Oceania,Q2,612
Apple,5.8,12,1024,600,16,1000,Asia,Q3,986
Motorola,6.8,3,512,1000,12,1000,North America,Q1,899
Xiaomi,6.8,6,1024,600,16,2000,Asia,Q1,534
Oppo,6.0,16,1024,900,32,100,Africa,Q2,819
Apple,6.5,3,64,1100,20,20000,South America,Q1,885
Sony,5.5,2,128,1300,64,20000,Europe,Q1,374
Sony,6.8,8,256,1100,32,20000,North America,Q4,733
Sony,6.7,2,128,1400,64,2000,Africa,Q3,727
Xiaomi,7.0,4,64,1000,24,20000,Europe,Q3,141
Oppo,5.2,16,1024,1000,64,2000,Oceania,Q4,373
OnePlus,7.0,6,256,600,12,1000,Oceania,Q3,765
Huawei,6.8,2,256,200,20,1000,South America,Q3,180
LG,6.2,2,32,1400,24,5000,South America,Q1,518
Samsung,4.7,8,64,700,8,10000,Africa,Q2,582
Apple,6.8,16,32,700,8,100,Africa,Q4,375
LG,6.7,6,64,500,32,1000,Oceania,Q1,468
Apple,5.0,12,64,600,24,1000,Africa,Q3,772
LG,4.5,2,64,900,16,20000,Europe,Q2,901
OnePlus,4.5,4,32,1100,48,5000,North America,Q3,253
Oppo,6.7,2,64,1400,20,10000,North America,Q2,427
LG,6.7,6,256,900,16,1000,Asia,Q4,407
Sony,6.9,12,64,800,12,10000,Africa,Q4,335
Google,6.7,2,64,200,48,5000,Africa,Q4,852
Apple,5.5,3,64,100,12,100,Oceania,Q2,669
Google,5.0,6,32,1400,32,20000,Oceania,Q1,499
OnePlus,6.9,4,128,1400,108,20000,South America,Q2,885
Xiaomi,6.7,2,128,1300,12,500,South America,Q2,188
Oppo,5.5,8,512,100,8,5000,Oceania,Q4,827
LG,6.0,3,256,300,48,5000,Asia,Q3,183
LG,6.9,4,1024,700,8,2000,Africa,Q1,685
Sony,6.4,16,256,1300,108,10000,North America,Q3,197
Sony,4.7,16,128,900,24,1000,North America,Q3,426
Samsung,6.8,6,512,400,8,2000,North America,Q4,327
OnePlus,7.0,3,64,700,108,1000,South America,Q4,179
Sony,4.5,16,32,400,8,100,Oceania,Q2,684
Sony,5.8,8,256,1300,48,20000,Africa,Q1,407
Motorola,7.0,12,128,1200,24,1000,North America,Q2,972
Motorola,6.7,3,256,800,48,100,Oceania,Q3,493
Samsung,7.0,6,128,300,12,5000,Europe,Q2,830
Huawei,4.5,16,128,1000,24,2000,Africa,Q1,414
Google,6.4,4,128,1100,108,10000,North America,Q2,735
Sony,6.5,6,128,500,16,500,Asia,Q4,161
Sony,6.9,8,32,200,24,10000,Oceania,Q2,748
LG,4.5,8,512,400,32,100,Europe,Q2,606
Oppo,6.8,4,1024,1000,8,1000,Oceania,Q4,639
Huawei,6.4,6,256,200,32,1000,Europe,Q1,909
Samsung,4.5,4,32,1000,24,20000,Africa,Q3,734
Oppo,6.4,6,1024,700,16,1000,Europe,Q2,871
Google,5.0,6,64,1200,12,100,South America,Q2,691
Sony,5.5,4,256,100,32,100,South America,Q1,659
Huawei,7.0,8,512,1500,108,5000,South America,Q3,265
Huawei,6.0,3,32,400,32,10000,Africa,Q4,977
Apple,5.8,3,32,400,108,1000,Africa,Q1,900
Google,6.0,12,64,100,20,10000,Europe,Q1,874
Google,6.9,16,1024,700,20,10000,South America,Q3,522
Apple,7.0,16,512,1400,16,2000,North America,Q1,558
OnePlus,6.2,6,32,400,20,100,Oceania,Q1,831
Motorola,5.2,12,512,1200,12,2000,Oceania,Q1,382
Oppo,5.0,3,128,500,48,500,Africa,Q4,675
Sony,5.2,6,128,100,48,500,Asia,Q1,828
Xiaomi,7.0,3,256,200,12,10000,Oceania,Q2,286
Samsung,6.7,16,512,900,108,100,Oceania,Q4,555
